origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
JFK,2013,5,2,6,48.02,44.06,86.08,0,0,NA,0,1031,10,2013-5-2 6:00
JFK,2013,5,2,7,53.96,44.06,69.08,60,4.60312,NA,0,1031.3,10,2013-5-2 7:00
JFK,2013,5,2,8,57.92,42.98,57.42,40,3.45234,NA,0,1031.6,10,2013-5-2 8:00
JFK,2013,5,2,9,60.98,42.08,49.73,NA,5.7539,NA,0,1031.7,10,2013-5-2 9:00
JFK,2013,5,2,10,60.08,46.04,59.72,210,10.35702,NA,0,1032,10,2013-5-2 10:00
JFK,2013,5,2,11,60.08,44.06,55.39,190,10.35702,NA,0,1031.7,10,2013-5-2 11:00
JFK,2013,5,2,12,60.98,42.08,49.73,190,9.20624,NA,0,1031.1,10,2013-5-2 12:00
JFK,2013,5,2,13,60.98,42.08,49.73,190,10.35702,NA,0,1030.9,10,2013-5-2 13:00
JFK,2013,5,2,14,62.06,41,45.91,180,10.35702,NA,0,1030.3,10,2013-5-2 14:00
JFK,2013,5,2,15,57.92,42.08,55.47,200,10.35702,NA,0,1029.8,10,2013-5-2 15:00
JFK,2013,5,2,16,59,39.92,49.08,180,9.20624,NA,0,1029.4,10,2013-5-2 16:00
JFK,2013,5,2,17,57.92,42.08,55.47,200,10.35702,NA,0,1028.7,10,2013-5-2 17:00
JFK,2013,5,2,18,55.94,42.08,59.58,190,6.90468,NA,0,1027.9,10,2013-5-2 18:00
JFK,2013,5,2,19,53.06,41,63.47,200,5.7539,NA,0,1027.9,10,2013-5-2 19:00
JFK,2013,5,2,20,51.98,42.08,68.86,190,4.60312,NA,0,1028.1,10,2013-5-2 20:00
JFK,2013,5,2,21,53.06,42.98,68.5,100,3.45234,NA,0,1028.1,10,2013-5-2 21:00
JFK,2013,5,2,22,53.06,44.06,71.4,70,3.45234,NA,0,1028.5,10,2013-5-2 22:00
JFK,2013,5,2,23,51.08,42.98,73.69,60,5.7539,NA,0,1029,10,2013-5-2 23:00
JFK,2013,5,3,0,51.08,44.06,76.8,70,6.90468,NA,0,1029.4,10,2013-5-3 0:00
JFK,2013,5,3,1,53.06,44.96,73.89,80,11.5078,NA,0,1029.6,10,2013-5-3 1:00
JFK,2013,5,3,2,53.06,44.06,71.4,70,9.20624,NA,0,1030,10,2013-5-3 2:00
JFK,2013,5,3,3,51.98,37.94,58.62,70,9.20624,NA,0,1030.4,10,2013-5-3 3:00
JFK,2013,5,3,4,51.08,37.04,58.49,40,6.90468,NA,0,1030.5,10,2013-5-3 4:00
JFK,2013,5,3,5,51.08,35.06,54.09,40,9.20624,NA,0,1031,10,2013-5-3 5:00
JFK,2013,5,3,6,51.08,35.06,54.09,60,8.05546,NA,0,1031.4,10,2013-5-3 6:00
JFK,2013,5,3,7,53.06,35.06,50.28,70,9.20624,NA,0,1031.6,10,2013-5-3 7:00
JFK,2013,5,3,8,55.04,35.06,46.77,40,13.80936,NA,0,1031.7,10,2013-5-3 8:00
JFK,2013,5,3,9,55.94,33.98,43.36,50,12.65858,16.11092,0,1031.6,10,2013-5-3 9:00
JFK,2013,5,3,10,57.02,35.06,43.53,80,8.05546,NA,0,1031.7,10,2013-5-3 10:00
JFK,2013,5,3,11,60.08,33.98,37.37,100,6.90468,NA,0,1031.1,10,2013-5-3 11:00
JFK,2013,5,3,12,57.02,39.92,52.7,160,12.65858,NA,0,1030.7,10,2013-5-3 12:00
JFK,2013,5,3,13,57.02,39.92,52.7,150,11.5078,NA,0,1030.7,10,2013-5-3 13:00
JFK,2013,5,3,14,55.94,37.94,50.72,160,10.35702,NA,0,1030.3,10,2013-5-3 14:00
JFK,2013,5,3,15,57.02,41,54.95,150,11.5078,NA,0,1029.8,10,2013-5-3 15:00
JFK,2013,5,3,16,53.96,42.08,64.03,120,11.5078,NA,0,1029.4,10,2013-5-3 16:00
JFK,2013,5,3,17,53.96,42.08,64.03,140,10.35702,NA,0,1029.3,10,2013-5-3 17:00
JFK,2013,5,3,18,51.98,42.08,68.86,120,9.20624,NA,0,1029.1,10,2013-5-3 18:00
JFK,2013,5,3,19,50,42.08,74.1,140,8.05546,NA,0,1029.2,10,2013-5-3 19:00
JFK,2013,5,3,20,48.92,42.08,77.14,130,4.60312,NA,0,1029.6,10,2013-5-3 20:00
JFK,2013,5,3,21,48.92,42.98,79.86,130,5.7539,NA,0,1029.7,10,2013-5-3 21:00
JFK,2013,5,3,22,48.02,42.08,79.79,100,3.45234,NA,0,1029.4,10,2013-5-3 22:00
JFK,2013,5,3,23,48.02,42.98,82.59,0,0,NA,0,1029,10,2013-5-3 23:00
JFK,2013,5,4,0,48.02,42.08,79.79,0,0,NA,0,1028.6,10,2013-5-4 0:00
JFK,2013,5,4,1,48.02,42.98,82.59,350,3.45234,NA,0,1027.9,10,2013-5-4 1:00
JFK,2013,5,4,2,48.02,42.98,82.59,0,0,NA,0,1027.1,10,2013-5-4 2:00
JFK,2013,5,4,3,48.02,42.08,79.79,10,3.45234,NA,0,1026.6,10,2013-5-4 3:00
JFK,2013,5,4,4,46.94,42.08,83.09,20,4.60312,NA,0,1026.3,10,2013-5-4 4:00
JFK,2013,5,4,5,46.94,42.08,83.09,360,4.60312,NA,0,1026.3,10,2013-5-4 5:00
JFK,2013,5,4,6,50,44.96,82.73,10,4.60312,NA,0,1026.6,10,2013-5-4 6:00
JFK,2013,5,4,7,53.96,42.98,66.28,60,10.35702,NA,0,1026.7,10,2013-5-4 7:00
JFK,2013,5,4,8,57.02,42.08,57.29,70,9.20624,NA,0,1026.8,10,2013-5-4 8:00
JFK,2013,5,4,9,60.98,37.04,40.86,60,9.20624,NA,0,1026.6,10,2013-5-4 9:00
JFK,2013,5,4,10,62.96,39.02,41.18,150,8.05546,NA,0,1026.6,10,2013-5-4 10:00
JFK,2013,5,4,11,59,44.06,57.57,150,12.65858,NA,0,1026.4,10,2013-5-4 11:00
JFK,2013,5,4,12,60.98,42.08,49.73,120,12.65858,NA,0,1026.2,10,2013-5-4 12:00
JFK,2013,5,4,13,60.08,42.08,51.34,130,13.80936,NA,0,1026.1,10,2013-5-4 13:00
JFK,2013,5,4,14,57.02,39.92,52.7,140,12.65858,20.71404,0,1026.1,10,2013-5-4 14:00
JFK,2013,5,4,15,55.94,41,57.14,140,14.96014,NA,0,1025.9,10,2013-5-4 15:00
JFK,2013,5,4,16,53.96,41,61.41,140,12.65858,NA,0,1025.7,10,2013-5-4 16:00
JFK,2013,5,4,17,53.96,41,61.41,120,12.65858,NA,0,1025.4,10,2013-5-4 17:00
JFK,2013,5,4,18,51.08,39.92,65.48,130,12.65858,NA,0,1025.6,10,2013-5-4 18:00
JFK,2013,5,4,19,50,39.92,68.15,110,12.65858,NA,0,1025.6,10,2013-5-4 19:00
JFK,2013,5,4,20,48.92,39.92,70.95,100,10.35702,NA,0,1025.9,10,2013-5-4 20:00
JFK,2013,5,4,21,48.02,39.02,70.86,100,6.90468,NA,0,1026.3,10,2013-5-4 21:00
JFK,2013,5,4,22,48.02,39.92,73.39,100,9.20624,NA,0,1026.3,10,2013-5-4 22:00
JFK,2013,5,4,23,46.04,39.02,76.35,60,6.90468,NA,0,1026.3,10,2013-5-4 23:00
JFK,2013,5,5,0,46.04,39.02,76.35,50,5.7539,NA,0,1026.2,10,2013-5-5 0:00
JFK,2013,5,5,1,44.96,37.94,76.25,40,5.7539,NA,0,1025.7,10,2013-5-5 1:00
JFK,2013,5,5,2,46.4,37.94,73.18,40,8.05546,NA,0,NA,10,2013-5-5 2:00
JFK,2013,5,5,3,46.04,37.94,73.18,60,6.90468,NA,0,1025.4,10,2013-5-5 3:00
JFK,2013,5,5,4,44.96,37.04,73.59,40,6.90468,NA,0,1025.3,10,2013-5-5 4:00
JFK,2013,5,5,5,44.06,37.04,76.16,40,8.05546,NA,0,1025.3,10,2013-5-5 5:00
JFK,2013,5,5,6,46.04,39.02,76.35,40,8.05546,NA,0,1025.6,10,2013-5-5 6:00
JFK,2013,5,5,7,48.92,39.02,68.51,30,10.35702,NA,0,1025.7,10,2013-5-5 7:00
JFK,2013,5,5,8,51.98,37.04,56.58,60,9.20624,NA,0,1026,10,2013-5-5 8:00
JFK,2013,5,5,9,53.96,35.06,48.65,40,8.05546,NA,0,1026,10,2013-5-5 9:00
JFK,2013,5,5,10,55.04,39.92,56.62,110,11.5078,NA,0,1025.9,10,2013-5-5 10:00
JFK,2013,5,5,11,55.04,41,59.04,150,12.65858,NA,0,1025.7,10,2013-5-5 11:00
JFK,2013,5,5,12,55.94,41,57.14,130,13.80936,NA,0,1025.6,10,2013-5-5 12:00
JFK,2013,5,5,13,55.94,41,57.14,140,14.96014,NA,0,1025.3,10,2013-5-5 13:00
JFK,2013,5,5,14,57.02,42.08,57.29,130,18.41248,NA,0,1024.9,10,2013-5-5 14:00
JFK,2013,5,5,15,55.94,41,57.14,140,17.2617,NA,0,1024.8,10,2013-5-5 15:00
JFK,2013,5,5,16,55.04,41,59.04,120,14.96014,NA,0,1024.4,10,2013-5-5 16:00
JFK,2013,5,5,17,53.96,39.92,58.89,120,16.11092,NA,0,1024.2,10,2013-5-5 17:00
JFK,2013,5,5,18,51.08,39.92,65.48,110,14.96014,NA,0,1024.3,10,2013-5-5 18:00
JFK,2013,5,5,19,48.92,41,73.99,130,10.35702,NA,0,1024.7,10,2013-5-5 19:00
JFK,2013,5,5,20,48.02,42.08,79.79,100,8.05546,NA,0,1025,10,2013-5-5 20:00
JFK,2013,5,5,21,46.94,41,79.7,100,4.60312,NA,0,1025,10,2013-5-5 21:00
JFK,2013,5,5,22,46.04,41,82.45,90,3.45234,NA,0,1024.9,10,2013-5-5 22:00
JFK,2013,5,5,23,46.94,42.98,87.19,70,6.90468,NA,0,NA,10,2013-5-5 23:00
JFK,2013,5,6,0,46.4,41,82.45,50,6.90468,NA,0,NA,10,2013-5-6 0:00
JFK,2013,5,6,1,46.94,42.98,87.19,70,8.05546,NA,0,NA,10,2013-5-6 1:00
JFK,2013,5,6,2,46.94,42.98,86.02,50,4.60312,NA,0,1023.6,10,2013-5-6 2:00
JFK,2013,5,6,3,46.94,42.98,86.02,40,5.7539,NA,0,1023.6,10,2013-5-6 3:00
JFK,2013,5,6,4,46.94,42.8,87.19,20,6.90468,NA,0,NA,10,2013-5-6 4:00
JFK,2013,5,6,5,46.94,42.08,83.09,60,4.60312,NA,0,1024.3,10,2013-5-6 5:00
JFK,2013,5,6,6,46.94,42.8,87.19,40,6.90468,NA,0,NA,10,2013-5-6 6:00
JFK,2013,5,6,7,50,42.8,81.47,60,8.05546,NA,0,NA,10,2013-5-6 7:00
JFK,2013,5,6,8,51.98,42.98,71.28,0,0,NA,0,1025.4,10,2013-5-6 8:00
JFK,2013,5,6,9,55.04,42.98,63.72,60,4.60312,NA,0,1025.3,10,2013-5-6 9:00
JFK,2013,5,6,10,57.92,44.06,59.84,0,0,NA,0,1025.1,10,2013-5-6 10:00
JFK,2013,5,6,11,60.08,46.04,59.72,NA,3.45234,NA,0,1024.7,10,2013-5-6 11:00
JFK,2013,5,6,12,60.98,48.02,62.33,180,9.20624,NA,0,1024.1,10,2013-5-6 12:00
JFK,2013,5,6,13,60.98,48.02,62.33,130,6.90468,NA,0,1023.8,10,2013-5-6 13:00
JFK,2013,5,6,14,60.98,48.92,64.46,130,8.05546,NA,0,1023,10,2013-5-6 14:00
JFK,2013,5,6,15,60.98,46.94,59.84,140,9.20624,NA,0,1022.4,10,2013-5-6 15:00
JFK,2013,5,6,16,60.08,48.02,64.35,130,10.35702,NA,0,1022.2,10,2013-5-6 16:00
JFK,2013,5,6,17,60.8,46.4,59.72,130,10.35702,NA,0,NA,10,2013-5-6 17:00
JFK,2013,5,6,18,57.92,46.04,64.52,110,9.20624,NA,0,1021.8,10,2013-5-6 18:00
JFK,2013,5,6,19,53.96,46.04,74.48,150,5.7539,NA,0,1022,10,2013-5-6 19:00
JFK,2013,5,6,20,51.98,46.04,80.1,150,3.45234,NA,0,1022.4,10,2013-5-6 20:00
JFK,2013,5,6,21,51.08,44.96,79.48,110,4.60312,NA,0,1022.6,10,2013-5-6 21:00
JFK,2013,5,6,22,51.08,46.04,82.81,100,3.45234,NA,0,1022.3,10,2013-5-6 22:00
JFK,2013,5,6,23,51.08,46.04,82.81,0,0,NA,0,1022,10,2013-5-6 23:00
JFK,2013,5,7,0,51.08,46.04,82.81,0,0,NA,0,1021.8,10,2013-5-7 0:00
JFK,2013,5,7,1,50,46.04,86.19,0,0,NA,0,1021.3,10,2013-5-7 1:00
JFK,2013,5,7,2,50,46.94,89.17,30,3.45234,NA,0,1020.8,10,2013-5-7 2:00
JFK,2013,5,7,3,50,46.04,86.19,30,6.90468,NA,0,1020.7,10,2013-5-7 3:00
JFK,2013,5,7,4,48.92,44.96,86.13,40,4.60312,NA,0,1020.5,10,2013-5-7 4:00
JFK,2013,5,7,5,48.92,44.96,86.13,100,3.45234,NA,0,1020.8,10,2013-5-7 5:00
JFK,2013,5,7,6,51.8,46.94,87.37,80,6.90468,NA,0,NA,10,2013-5-7 6:00
JFK,2013,5,7,7,53.06,48.02,82.94,60,8.05546,NA,0,1021.3,10,2013-5-7 7:00
JFK,2013,5,7,8,55.94,51.08,83.69,60,6.90468,NA,0,1021.8,10,2013-5-7 8:00
JFK,2013,5,7,9,60.08,51.98,74.56,NA,6.90468,NA,0,1021.8,10,2013-5-7 9:00
JFK,2013,5,7,10,62.96,53.96,77.14,110,8.05546,NA,0,NA,10,2013-5-7 10:00
JFK,2013,5,7,11,68,55.94,65.31,130,6.90468,NA,0,1021.4,10,2013-5-7 11:00
JFK,2013,5,7,12,69.08,57.02,65.44,110,10.35702,17.2617,0,1020.8,10,2013-5-7 12:00
JFK,2013,5,7,13,69.8,57.2,67.91,120,11.5078,NA,0,NA,10,2013-5-7 13:00
JFK,2013,5,7,14,71.06,57.92,63.18,130,18.41248,NA,0,1020.1,10,2013-5-7 14:00
JFK,2013,5,7,15,64.04,55.04,72.53,110,13.80936,NA,0,1019.7,10,2013-5-7 15:00
JFK,2013,5,7,16,66.92,55.94,67.79,120,11.5078,NA,0,1019.6,10,2013-5-7 16:00
JFK,2013,5,7,17,64.04,55.94,74.94,120,8.05546,NA,0,1019.5,10,2013-5-7 17:00
JFK,2013,5,7,18,62.96,55.94,77.83,120,12.65858,NA,0,1019.6,10,2013-5-7 18:00
JFK,2013,5,7,19,60.08,55.04,83.41,110,9.20624,NA,0,1019.8,10,2013-5-7 19:00
JFK,2013,5,7,20,60.98,55.94,83.47,80,8.05546,NA,0,1020,10,2013-5-7 20:00
JFK,2013,5,7,21,60.98,55.04,80.78,90,8.05546,NA,0,1020.3,10,2013-5-7 21:00
JFK,2013,5,7,22,60.98,55.94,83.47,90,9.20624,NA,0,1020.1,10,2013-5-7 22:00
JFK,2013,5,7,23,60.08,55.94,86.18,90,8.05546,NA,0,1019.5,10,2013-5-7 23:00
JFK,2013,5,8,0,60.98,55.94,83.47,90,9.20624,NA,0,1019.5,10,2013-5-8 0:00
JFK,2013,5,8,1,60.98,55.94,83.47,90,10.35702,NA,0,1018.6,10,2013-5-8 1:00
JFK,2013,5,8,2,60.8,57.02,89.61,130,10.35702,NA,0,NA,10,2013-5-8 2:00
JFK,2013,5,8,3,59,55.94,89.57,120,5.7539,NA,0.19,1018.5,9,2013-5-8 3:00
JFK,2013,5,8,4,59,57.2,93.74,60,6.90468,NA,0.11,NA,9,2013-5-8 4:00
JFK,2013,5,8,5,59,57.2,93.74,90,8.05546,NA,0.24,NA,7,2013-5-8 5:00
JFK,2013,5,8,6,60.08,57.92,93.74,80,9.20624,NA,0.28,NA,5,2013-5-8 6:00
JFK,2013,5,8,7,60.8,57.2,93.13,60,11.5078,NA,0.11,NA,6,2013-5-8 7:00
JFK,2013,5,8,8,60.98,57.92,89.65,360,9.20624,NA,0.02,NA,9,2013-5-8 8:00
JFK,2013,5,8,9,62.06,59,89.7,70,12.65858,NA,0,NA,10,2013-5-8 9:00
JFK,2013,5,8,10,62.06,57.02,83.54,110,8.05546,NA,0,1018.2,10,2013-5-8 10:00
JFK,2013,5,8,11,62.6,59,89.7,80,12.65858,NA,0.01,NA,10,2013-5-8 11:00
JFK,2013,5,8,12,62.6,60.8,93.83,110,21.86482,NA,0.58,NA,10,2013-5-8 12:00
JFK,2013,5,8,13,60.98,59,93.74,140,20.71404,NA,0,NA,1.5,2013-5-8 13:00
JFK,2013,5,8,14,60.98,60.08,96.85,150,14.96014,NA,0,NA,0.25,2013-5-8 14:00
JFK,2013,5,8,15,60.98,60.8,100,150,9.20624,NA,0,NA,3,2013-5-8 15:00
JFK,2013,5,8,16,62.6,60.8,93.83,120,11.5078,NA,0,NA,3,2013-5-8 16:00
JFK,2013,5,8,17,60.98,57.02,86.79,120,12.65858,NA,0,1016.1,9,2013-5-8 17:00
JFK,2013,5,8,18,59,53.96,83.34,140,8.05546,NA,0,NA,10,2013-5-8 18:00
JFK,2013,5,8,19,57.92,51.98,80.55,120,10.35702,NA,0,1016.3,10,2013-5-8 19:00
JFK,2013,5,8,20,57.02,51.08,80.49,150,8.05546,NA,0,1016.7,10,2013-5-8 20:00
JFK,2013,5,8,21,57.02,48.92,74.27,170,11.5078,NA,0,1017.1,10,2013-5-8 21:00
JFK,2013,5,8,22,13.1,12.02,95.34,80,8.05546,NA,0,1016.9,10,2013-5-8 22:00
JFK,2013,5,8,23,57.2,53.6,87.74,120,4.60312,NA,0,NA,10,2013-5-8 23:00
JFK,2013,5,9,0,55.04,53.06,93.02,100,8.05546,NA,0,1016.2,10,2013-5-9 0:00
JFK,2013,5,9,1,55.94,55.94,100,110,8.05546,NA,0,NA,1,2013-5-9 1:00
JFK,2013,5,9,2,55.04,55.04,100,100,6.90468,NA,0,1015.1,0.25,2013-5-9 2:00
JFK,2013,5,9,3,55.4,55.4,100,90,8.05546,NA,0,NA,8,2013-5-9 3:00
JFK,2013,5,9,4,55.04,55.04,100,80,6.90468,NA,0,1014.7,7,2013-5-9 4:00
JFK,2013,5,9,5,55.94,55.04,96.78,60,4.60312,NA,0,1014.4,10,2013-5-9 5:00
JFK,2013,5,9,6,57.02,55.04,93.08,70,8.05546,NA,0,1014.4,8,2013-5-9 6:00
JFK,2013,5,9,7,57.2,55.94,96.17,100,10.35702,NA,0,NA,7,2013-5-9 7:00
JFK,2013,5,9,8,57.92,55.94,93.1,90,12.65858,NA,0,1014.2,0.25,2013-5-9 8:00
JFK,2013,5,9,9,59,57.02,93.13,90,10.35702,NA,0,NA,1,2013-5-9 9:00
JFK,2013,5,9,10,59,57.02,93.69,10,5.7539,NA,0,NA,1,2013-5-9 10:00
JFK,2013,5,9,11,60.8,57.2,89.57,200,5.7539,NA,0,NA,3,2013-5-9 11:00
JFK,2013,5,9,12,62.06,57.02,83.54,330,4.60312,NA,0,1013.6,7,2013-5-9 12:00
JFK,2013,5,9,13,66.02,57.92,75.12,330,11.5078,NA,0,1013.4,9,2013-5-9 13:00
JFK,2013,5,9,14,69.08,57.02,65.44,320,13.80936,NA,0,1012.7,10,2013-5-9 14:00
JFK,2013,5,9,15,66.02,53.06,62.96,320,12.65858,NA,0,1012.5,10,2013-5-9 15:00
JFK,2013,5,9,16,66.02,57.02,72.72,180,4.60312,NA,0,1012.6,10,2013-5-9 16:00
JFK,2013,5,9,17,60.98,55.04,80.78,200,12.65858,NA,0,1012.9,10,2013-5-9 17:00
JFK,2013,5,9,18,62.06,55.94,80.34,190,8.05546,NA,0,1013,10,2013-5-9 18:00
JFK,2013,5,9,19,60.08,53.96,80.19,210,9.20624,NA,0,1013.6,10,2013-5-9 19:00
JFK,2013,5,9,20,57.92,53.96,86.63,210,6.90468,NA,0,1013.9,10,2013-5-9 20:00
JFK,2013,5,9,21,57.92,53.96,86.63,230,4.60312,NA,0,1014.3,10,2013-5-9 21:00
JFK,2013,5,9,22,57.92,53.96,86.63,0,0,NA,0,1014.2,10,2013-5-9 22:00
JFK,2013,5,9,23,55.94,51.98,86.52,0,0,NA,0,1014.4,10,2013-5-9 23:00
JFK,2013,5,10,0,57.02,53.06,86.58,250,6.90468,NA,0,1014.3,10,2013-5-10 0:00
JFK,2013,5,10,1,55.94,53.06,90.03,210,5.7539,NA,0,1014.1,10,2013-5-10 1:00
JFK,2013,5,10,2,57.02,53.96,89.48,250,6.90468,NA,0,1014.3,10,2013-5-10 2:00
JFK,2013,5,10,3,55.04,51.98,89.4,240,4.60312,NA,0,1014.3,9,2013-5-10 3:00
JFK,2013,5,10,4,53.96,53.06,96.76,220,5.7539,NA,0,1014.6,9,2013-5-10 4:00
JFK,2013,5,10,5,55.94,53.96,93.05,260,5.7539,NA,0,1015.2,6,2013-5-10 5:00
JFK,2013,5,10,6,59,57.02,93.13,250,10.35702,NA,0,1015.9,7,2013-5-10 6:00
JFK,2013,5,10,7,62.06,57.02,83.54,260,4.60312,NA,0,1016,8,2013-5-10 7:00
JFK,2013,5,10,8,66.02,57.02,72.72,0,0,NA,0,1015.8,8,2013-5-10 8:00
JFK,2013,5,10,9,69.98,57.02,63.45,240,5.7539,NA,0,1015.9,10,2013-5-10 9:00
JFK,2013,5,10,10,71.06,55.94,58.82,210,4.60312,NA,0,1015.8,10,2013-5-10 10:00
JFK,2013,5,10,11,71.96,57.02,59.32,180,11.5078,NA,0,1015.6,10,2013-5-10 11:00
JFK,2013,5,10,12,73.94,53.96,49.66,190,9.20624,NA,0,1015.3,10,2013-5-10 12:00
JFK,2013,5,10,13,75.92,53.06,44.97,200,10.35702,NA,0,1015.1,10,2013-5-10 13:00
JFK,2013,5,10,14,73.04,55.04,53.24,180,16.11092,NA,0,1015.3,10,2013-5-10 14:00
JFK,2013,5,10,15,71.06,53.06,52.95,180,17.2617,NA,0,1014.7,10,2013-5-10 15:00
JFK,2013,5,10,16,68,55.04,63.21,170,14.96014,NA,0,1014.7,10,2013-5-10 16:00
JFK,2013,5,10,17,64.94,55.04,70.28,180,19.56326,NA,0,1014.7,10,2013-5-10 17:00
JFK,2013,5,10,18,62.96,55.04,75.33,170,18.41248,NA,0,1014.3,10,2013-5-10 18:00
JFK,2013,5,10,19,62.06,55.04,77.75,170,18.41248,NA,0,1014.1,10,2013-5-10 19:00
JFK,2013,5,10,20,62.06,55.04,77.75,180,18.41248,NA,0,1013.5,10,2013-5-10 20:00
JFK,2013,5,10,21,59,53.96,83.34,190,4.60312,NA,0,1014.2,10,2013-5-10 21:00
JFK,2013,5,10,22,57.92,53.96,86.63,170,6.90468,NA,0,1013.3,10,2013-5-10 22:00
JFK,2013,5,10,23,60.08,55.04,83.41,170,6.90468,NA,0,1012.6,10,2013-5-10 23:00
JFK,2013,5,11,0,60.08,55.94,86.18,170,6.90468,NA,0,1012.5,9,2013-5-11 0:00
JFK,2013,5,11,1,60.8,57.2,87.92,180,6.90468,NA,0,NA,10,2013-5-11 1:00
JFK,2013,5,11,2,62.06,59,89.7,190,6.90468,NA,0.13,1011.7,5,2013-5-11 2:00
JFK,2013,5,11,3,62.06,60.08,93.22,190,6.90468,NA,0.03,1011.3,5,2013-5-11 3:00
JFK,2013,5,11,4,60.98,59,93.19,190,12.65858,NA,0,1011.3,5,2013-5-11 4:00
JFK,2013,5,11,5,60.98,59,93.19,180,11.5078,NA,0.01,1010.3,5,2013-5-11 5:00
JFK,2013,5,11,6,60.08,57.92,92.56,180,16.11092,NA,0.01,1010.4,10,2013-5-11 6:00
JFK,2013,5,11,7,60.08,57.92,92.56,190,18.41248,NA,0,1010.8,10,2013-5-11 7:00
JFK,2013,5,11,8,60.98,57.92,89.65,200,13.80936,NA,0.02,1010.8,5,2013-5-11 8:00
JFK,2013,5,11,9,60.98,57.92,89.65,200,19.56326,NA,0.03,1010.2,9,2013-5-11 9:00
JFK,2013,5,11,10,60.8,57.2,93.74,190,25.31716,NA,0.03,NA,2,2013-5-11 10:00
JFK,2013,5,11,11,60.98,57.92,89.65,190,26.46794,NA,0,NA,3,2013-5-11 11:00
JFK,2013,5,11,12,60.98,57.92,89.65,190,23.0156,NA,0,NA,3,2013-5-11 12:00
JFK,2013,5,11,13,62.6,59,88,180,19.56326,NA,0,NA,5,2013-5-11 13:00
JFK,2013,5,11,14,62.06,57.92,86.29,170,16.11092,NA,0,1007.7,6,2013-5-11 14:00
JFK,2013,5,11,15,60.08,55.94,86.18,170,20.71404,NA,0,1006.4,7,2013-5-11 15:00
JFK,2013,5,11,16,62.06,59,89.7,210,25.31716,NA,0.07,NA,6,2013-5-11 16:00
JFK,2013,5,11,17,60.98,59,93.19,150,12.65858,NA,0.06,1007.3,6,2013-5-11 17:00
JFK,2013,5,11,18,60.98,59,93.19,180,11.5078,NA,0,1007.5,6,2013-5-11 18:00
JFK,2013,5,11,19,60.98,59,93.19,140,4.60312,NA,0,1006.9,8,2013-5-11 19:00
JFK,2013,5,11,20,60.08,57.92,92.56,170,9.20624,NA,0,1007.2,6,2013-5-11 20:00
JFK,2013,5,11,21,60.08,57.92,92.56,190,10.35702,NA,0,1006.9,6,2013-5-11 21:00
JFK,2013,5,11,22,60.08,57.92,92.56,210,6.90468,NA,0,1006.5,6,2013-5-11 22:00
JFK,2013,5,11,23,60.98,59,93.19,250,6.90468,NA,0,1006.2,6,2013-5-11 23:00
JFK,2013,5,12,0,60.08,59,96.22,160,6.90468,NA,0,1006,6,2013-5-12 0:00
JFK,2013,5,12,1,62.06,57.92,86.29,290,11.5078,NA,0,1005.4,10,2013-5-12 1:00
JFK,2013,5,12,2,62.06,53.06,72.33,280,10.35702,NA,0,1004.5,10,2013-5-12 2:00
JFK,2013,5,12,3,62.06,53.96,74.75,280,9.20624,NA,0,1005.5,10,2013-5-12 3:00
JFK,2013,5,12,4,60.98,53.96,77.66,260,6.90468,NA,0,1005.7,10,2013-5-12 4:00
JFK,2013,5,12,5,60.98,50,67.11,290,10.35702,NA,0,1006.2,10,2013-5-12 5:00
JFK,2013,5,12,6,59,48.92,69.17,290,8.05546,NA,0.01,1006.1,10,2013-5-12 6:00
JFK,2013,5,12,7,57.02,50,77.32,270,13.80936,NA,0.01,1006.4,10,2013-5-12 7:00
JFK,2013,5,12,8,59,46.94,64.22,290,17.2617,NA,0,1006.4,10,2013-5-12 8:00
JFK,2013,5,12,9,62.96,44.96,51.77,320,14.96014,NA,0,1006.2,10,2013-5-12 9:00
JFK,2013,5,12,10,64.94,44.06,46.67,260,14.96014,NA,0,1005.8,10,2013-5-12 10:00
JFK,2013,5,12,11,69.08,44.96,41.86,290,14.96014,NA,0,1005.8,10,2013-5-12 11:00
JFK,2013,5,12,12,68,42.98,40.28,270,21.86482,NA,0,1005.7,10,2013-5-12 12:00
JFK,2013,5,12,13,69.08,41,35.96,250,21.86482,NA,0,1005.8,10,2013-5-12 13:00
JFK,2013,5,12,14,68,37.04,31.97,280,17.2617,NA,0,1005.8,10,2013-5-12 14:00
JFK,2013,5,12,15,66.02,26.96,22.8,280,24.16638,NA,0,1006,10,2013-5-12 15:00
JFK,2013,5,12,16,66.02,26.96,22.8,270,27.61872,NA,0,1006.6,10,2013-5-12 16:00
JFK,2013,5,12,17,64.04,24.08,21.68,280,28.7695,NA,0,1007.7,10,2013-5-12 17:00
JFK,2013,5,12,18,62.06,24.08,23.24,270,24.16638,NA,0,1008.6,10,2013-5-12 18:00
JFK,2013,5,12,19,60.08,21.92,22.77,280,26.46794,NA,0,1009.9,10,2013-5-12 19:00
JFK,2013,5,12,20,57.92,21.92,24.6,280,23.0156,NA,0,1010.9,10,2013-5-12 20:00
JFK,2013,5,12,21,57.02,24.08,27.82,310,23.0156,NA,0,1012.3,10,2013-5-12 21:00
JFK,2013,5,12,22,53.96,24.08,31.09,290,33.37262,44.88042,0,1013.5,10,2013-5-12 22:00
