tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N553UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N553UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N553WN,2002,Fixed wing multi engine,BOEING,737-7BX,2,149,NA,Turbo-fan
N554AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N554JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N554NW,2001,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
N554UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N554UW,2011,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N554WN,2002,Fixed wing multi engine,BOEING,737-7BX,2,149,NA,Turbo-fan
N555AY,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N555LV,2011,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N555NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
N555UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N556AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N556AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N556JB,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N556NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
N556UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N556UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N556WN,2011,Fixed wing multi engine,BOEING,737-7BD,2,149,NA,Turbo-fan
N557AA,1993,Fixed wing single engine,MARZ BARRY,KITFOX IV,1,2,NA,Reciprocating
N557AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N557NW,2002,Fixed wing multi engine,BOEING,757-251,2,178,NA,Turbo-jet
N557UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N557UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N558AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N558AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N558JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N558UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N558UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N559AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N559AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N559JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N559UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N559UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N560AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N560AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N560UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N560UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N561AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N561JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N561UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N561UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N562AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N562JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N562UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N562UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N563AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N563JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N563UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N563UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N564AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N564AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N564JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N564UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N564UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N565AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N565AS,2006,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N565JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N565UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N565UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N566AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N566AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N566JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N566UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N566UW,2012,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N567AA,1959,Fixed wing single engine,DEHAVILLAND,OTTER DHC-3,1,16,95,Reciprocating
N567UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N567UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N56859,2004,Fixed wing multi engine,BOEING,757-324,2,275,NA,Turbo-fan
N568AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N568AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N568JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N568UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N568UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N569AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N569AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N569JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N569UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N569UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N57016,2000,Fixed wing multi engine,BOEING,777-224,2,400,NA,Turbo-fan
N570AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N570AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N570JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N570UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N570UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N57111,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N571AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N571JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N571UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N571UW,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N572UW,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N573AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N573UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N57439,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N574AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N574UA,1992,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N575AA,1963,Fixed wing single engine,CESSNA,210-5(205),1,6,NA,Reciprocating
N575UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N576AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N576UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N577AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N577UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N57852,2001,Fixed wing multi engine,BOEING,757-324,2,275,NA,Turbo-fan
N57855,2004,Fixed wing multi engine,BOEING,757-324,2,275,NA,Turbo-fan
N57857,2004,Fixed wing multi engine,BOEING,757-324,2,275,NA,Turbo-fan
N57862,2001,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N57863,2001,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N57864,2001,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N57868,2002,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N57869,2002,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N57870,2003,Fixed wing multi engine,BOEING,757-33N,2,275,NA,Turbo-jet
N578AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N578UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N579AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N579JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N579UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N580JB,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N580UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N58101,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N581AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N581AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N582AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N582CA,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N583AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N583AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N583JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N584AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N584AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N584JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N585AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N585AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N585JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N585UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N586AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N586AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N586JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N587AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N587AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N587JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N587NW,2002,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
N587UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N588JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N588UA,1993,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N589AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N589AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N589JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N589UA,1997,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N59053,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N590AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N590AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N590JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N590NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
N590UA,1997,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N591AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N591JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N592AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N592AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N592JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N593AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N593AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N593JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N594AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N594AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N594JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N594NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
N594UA,1996,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N595AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N595JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N595NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
N595UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N596AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N596AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N596UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N597AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N597AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
N597JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N597UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N598AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N598JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N598UA,1999,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
N599AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N599JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N600LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N600QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N600TR,1979,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,432,Turbo-jet
N600WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N601AW,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N601LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N601WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N601XJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N602AW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N602DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N602LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N602SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N602XJ,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N603AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N603DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N603JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N603SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N604AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N604DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N604LR,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N604QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N604SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N605JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N605LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N605QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N605SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N606JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N606LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N606SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N607AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N607JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N607LR,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N607SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N608AT,2000,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N608DA,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N608JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N608QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N608SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N609DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N609SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N610DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N610WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N611QX,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N611SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N612AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N612DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N612JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N612QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N612SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N613AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N613DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N613JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N613SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N614DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N614QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N614SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N615AA,1967,Fixed wing multi engine,BEECH,65-A90,2,9,202,Turbo-prop
N615DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N615JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N615QX,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N615SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N616DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N616SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N617DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N617SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N618AA,1989,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N618DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N618JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N618WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N619AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N619SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N620SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N621AA,1975,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle
N621JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N621SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N621VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N622AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N622AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N622SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N622VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N623AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N623DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N623JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N623SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N623VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N624AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N624AG,1993,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N624AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N624JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N624SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N624VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N625AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N625AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N625JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N625SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N625VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N626AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N626SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N626VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N627AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
N627DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N627JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N627SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N627VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N628AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N628SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N628VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N629JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N629SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N629VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N630AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N630JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N630VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
